category,subcategory,question,required,answer-1,score-1,answer-2,score-2,answer-3,score-3,answer-4,score-4,answer-5,score-5,answer-6,score-6
46,69,Maintain Data Products,1,No defined maintenance processes. The DW/BI environment operates in a reactive mode.,1,Basic awareness of the need for maintenance processes. Some ad-hoc tuning and performance monitoring.,2,"Establishment of a release management process, potentially with quarterly deliveries. Initial processes for monitoring load processes and BI activity are in place.",3,"Well-defined release cycle, with both business-driven and internal releases for technology focus. Data product development lifecycle is managed, with a backlog and prioritization scheme.",4,Proactive approach with sandboxing for experimentation. Thorough performance monitoring with customer-facing metrics and regular user surveys. Emphasis on transparency and dashboards for visibility.,5,"Star: Data-driven optimization focus. Usage patterns drive indexing, aggregation strategies, and load process tuning. Heatmaps are used to visualize workloads and compliance. Data quality metrics are included in monitoring.",6
47,70,Define Metadata Strategy,1,"No defined Metadata strategy. Metadata is managed in an ad-hoc, project-by-project manner.",1,Basic awareness of the importance of Metadata. There might be some initial attempts to document Metadata within specific domains.,2,"Establishment of a Metadata strategy planning initiative. Charter, scope, and objectives are outlined.",3,Well-defined strategy planning process. Key stakeholder interviews are conducted to understand Metadata needs and challenges.,4,"Proactive approach to strategy development. A thorough assessment of existing Metadata sources is conducted, and a future-state Metadata architecture is envisioned.",5,"Highly adaptive and iterative strategy. Includes a detailed implementation roadmap, considers organizational structure and alignment with data governance, and addresses technical and security aspects.",6
47,70,Understand Metadata Requirements,1,No formal process for gathering Metadata requirements.,1,Basic awareness of the need to consider different types of Metadata.,2,"Initial attempts to define Metadata content requirements (e.g., table/column names). Some consideration of functional requirements like access.",3,"Well-defined process for gathering requirements from both business and technical stakeholders. Considers a broader range of functional requirements (volatility, synchronization, etc.).",4,"Proactive and collaborative approach to requirements gathering. Thorough understanding of functional requirements, including integration, maintenance, quality, and security aspects.",5,"Highly adaptive approach, recognizing that Metadata requirements evolve. Emphasis on modeling Metadata for optimal storage and establishing clear roles and responsibilities for management.",6
47,70,Define Metadata Architecture,1,No defined Metadata architecture. Metadata is handled on an ad-hoc basis across projects.,1,Basic awareness of the need for a Metadata architecture. Some initial discussions about potential approaches.,2,"Establishment of foundational architectural principles, such as the need for extraction mechanisms and a single access point.",3,"Well-defined architectural approach (centralized, distributed, or hybrid) aligned with specific requirements. Creation of a basic metamodel.",4,Proactive design approach incorporating scanning and manual updates. Emphasis on user-friendly access. Metamodel is refined and used actively. Consideration of standards.,5,"Highly adaptive and comprehensive architecture. Robust controls for managing Metadata stores are in place. Adherence to internal and external Metadata standards. Explicit governance oversight, and a focus on training for users, stewards, and administrators.",6
47,70,Create and Maintain Metadata,1,"No defined Metadata processes. Metadata is created and maintained in a decentralized, inconsistent manner.",1,Basic awareness of the importance of Metadata management. Some initial attempts at standardization.,2,"Establishment of general Metadata management principles, focus on accountability, standards, and feedback mechanisms.",3,"Well-defined integration processes using adapters or direct access. Considers challenges of integrating diverse Metadata sources (internal, external, etc.)",4,"Proactive approach with Metadata profiling, quality inspections, and scheduled maintenance. Employs a staging area and utilizes robust integration tools.",5,"Highly adaptive approach with sophisticated delivery mechanisms. Metadata is delivered to users via intranets, reports, BI tools, and APIs seamlessly. Strong integration with external organizations.",6
47,70,"Query, Report, and Analyze Metadata",1,"No defined processes for querying, reporting, or analyzing Metadata.",1,Basic awareness of the importance of Metadata accessibility.,2,Establishment of some basic query and reporting capabilities.,3,Well-defined front-end application supporting search and retrieval of Metadata. Some consideration of different user groups' needs.,4,"Proactive approach with specialized reports focused on impact analysis, data lineage, and troubleshooting for both technical and business users.",5,"Highly adaptive and user-centric approach. Sophisticated tools enable customization of querying, reporting, and analysis of Metadata, catering to a wide range of user needs and skill levels.",6
48,71,Define High Quality Data,1,No formal definition of data quality. Quality is perceived subjectively.,1,"Basic awareness of the importance of data quality, but definitions remain vague.",2,"Initial attempts to define data quality, but focus is primarily on general concepts like accuracy.",3,"Well-defined criteria for data quality, beginning to link quality to specific business needs.",4,"Proactive approach with comprehensive assessment of current data quality, identifying pain points, risks, and business drivers. Considers governance implications.",5,"Highly adaptive and collaborative definition of data quality. Emphasizes measurable benefits, prioritizes opportunities, and involves input from Data Stewards, business SMEs, and technical experts.",6
48,71,Define a Data Quality Strategy,1,No defined DQ strategy. Data quality is addressed in an ad-hoc manner.,1,Basic awareness of the need for a DQ strategy.,2,"Initial attempts to define a strategy, with a focus on business needs and data identification.",3,"Well-defined strategy with a framework for assessment, prioritization, and issue management.",4,"Proactive strategy including a clear methodology, metrics, Metadata management, and integration with business processes. Emphasizes collaboration with Data Stewards.",5,"Highly adaptive strategy that seeks to embed DQ practices throughout the organization. Considers the role of policy, tools, and focuses on continuous improvement.",6
48,71,Identify Critical Data and Business Rules,1,No formal process for identifying critical data or associated business rules.,1,Basic awareness of the importance of identifying critical data.,2,"Initial attempts to prioritize data based on simple criteria (e.g., regulatory requirements). Some exploration of business rules.",3,"Well-defined prioritization process considering business impact, regulatory considerations, and customer value. Effort to document business rules, even if incomplete.",4,Proactive analysis focusing on both data creation processes and data usage patterns. Emphasizes defining clear metrics based on data quality dimensions.,5,"Highly adaptive approach. Seeks comprehensive understanding of business rules through stakeholder engagement, pain point analysis, and ongoing assessment results feedback.",6
48,71,Perform an Initial Data Quality Assessment,1,No formal data quality assessment process.,1,Basic awareness of the importance of data assessment.,2,"Initial attempts at data inspection, focused on simple rules.",3,"Well-defined proof-of-concept assessment process with clear goals, data scope, and consideration of risks and impacts.",4,"Proactive analysis that goes beyond simple rule-checking. Drives deeper analysis to quantify findings, prioritize issues, and hypothesize about root causes.",5,Highly adaptive approach. Emphasizes collaboration with Data Stewards and stakeholders to validate findings and inform a comprehensive plan for remediation and ongoing controls.,6
48,71,Identify and Prioritize Potential Improvements,1,No formal process for identifying and prioritizing data quality improvements.,1,Basic awareness of the need to consider potential data quality improvements.,2,Initial attempts at data profiling and stakeholder discussions to identify issues.,3,"Well-defined process for full-scale data profiling and analysis, focused on critical data. Some collaboration with stakeholders.",4,Proactive analysis that goes beyond profiling to determine root causes and business impacts. Prioritizes issues based on a combination of data insights and stakeholder feedback.,5,Highly adaptive approach. Prioritization considers technical feasibility and aims to address root causes for long-term improvement.,6
48,71,Define Goals for Data Quality Improvement,1,No defined goals for data quality improvement.,1,Basic awareness of the importance of setting data quality goals.,2,"Initial attempts to define goals, perhaps with a simple focus on error correction.",3,"Goals are informed by assessments, considering quick wins and longer-term strategic changes to address root causes.",4,Proactive goal-setting driven by quantifiable business value and ROI analysis. Emphasis on preventing issues rather than just fixing them.,5,"Highly adaptive approach. Goals balance the criticality of data, the scope of issues, impact on stakeholders, and technical feasibility.",6
48,71,Develop and Deploy Data Quality Operations,1,No formal data quality operations. Issues are handled on an ad-hoc basis.,1,Basic awareness of the need for operational data quality processes.,2,"Initial attempts to define rules, monitor data, and track issues.",3,Well-defined operational procedures with focus on root cause analysis and issue resolution.,4,"Proactive approach with emphasis on issue prevention, comprehensive incident tracking, and data quality SLAs.",5,"Highly adaptive and collaborative approach. Data quality reporting is insightful, includes trend analysis, and focuses on the positive impact of improvement initiatives.",6
