id,created,createdBy,updated,updatedBy,clientId,_importId,actionBy,moduleName,functionName,extra,questionId,answer,score
365,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",61,"You have a company-wide initiative aimed at improving eco-system engagement. It has a clear mandate and significant funding. Many individuals are incentivised on the its success. You are pro-actively seeking out external experts, start-ups and research. Caution remains in terms of the information that can be shared with partners and how much time can be spent on partner-raised initiatives. It is ea",5
366,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",61,"Improving customer and partner engagement is at the centre of company action, and company-wide incentivisation underpins it. The company is  open in terms of sharing information and could not survive without key partners. Significant time is spent in cross-company teams. You spend significant effort engaging external experts, start-ups, and research, and have recently made a number of start-up acqu",6
367,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",62,"Your company has rigid business units and roles that deal transactionally with each other. Your processes are highly linear and include a lot of hand-offs between business units. Very little time is spent with people outside of your home department.",1
368,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",62,"Your leadership talk superficially about improving collaboration. Occasional steering or working groups may be established to encourage collaborative decision-making, but little day-to-day work is delivered with people outside of your home department. It is recognised that process hand-offs cause significant inefficiency.",2
369,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",62,"Your leadership recognise that silo'd working is leading to a lot of inefficiencies. A number of cross-unit working teams have been established and some process changes embedded to encourage collaboration rather than hand-offs. Incentivisation and leadership focus, however, is still very much fixed on the success of home business units.",3
370,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",62,"Key business units are beginning to collaborate more together and share some incentives. Process changes are encouraging multi-unit collaboration and working groups seem to be cropping up everywhere. There is wide-spread recognition, however, that this collaboration is ad-hoc and un-coordinated.",4
371,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",62,"There is a serious company-wide intent to collaborate across business unit boundaries. You have a clear operating model that encourages this in a co-ordinated manner. A significant % of people's time is spent with workers from other departments. A significant proportion of incentives are reliant on the success of other departments.",5
372,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",62,"The concept of a business unit is fluid in your organisation. A high proportion of time is spent in cross-BU teams. Incentivisation is often task- rather than role-orientated and shared by cross-BU working teams. Your workplace is designed to suit flexible teams.",6
373,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",63,"You company takes a strictly waterfall approach to product development and you are not aware of any recent attempts to improve processes. Jobs are measured on outputs, as defined by JDs or processes. There are a lot of hand-offs. Your developers reside in a 'black-box' and are rarely engage with anyone else.",1
374,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",63,"Your leadership talk superficially about moving to more agile ways of working. There may be an occasional pilot to trial iterative product development or process improvement but it is not a common approach. Jobs are measured on outputs, as defined by JDs or processes.",2
375,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",63,"Your leadership recognise that greater agility is required. Some members of your product and IT teams have been trained up in agile methods although they are generally unable to utilise the approach in practice. A few basic process improvements have been made with the objective to increase speed.",3
376,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",63,"Some key individuals in your organisation are leading a crusade towards agile working. As such, some iterative, outcome-focussed, test-driven characteristics are starting to creep into your product development and process improvement approach. Progress is ad-hoc, however, and most people are still focussed and measured on outputs.",4
377,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",63,"There is a serious company-wide intent to establish more agile working. A robust approach and sophisticated tooling has been invested in and is progressively driving iterative, out-come focused, test-driven behaviours. There remains some resistance from 'old-timers', but the majority see the benefits.",5
378,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",63,"Your company has a highly-iterative and service-orientated approach to product development and service improvement, backed up by a robust approach and sophisticated tooling. Your developers spend a significant amount of time engaging with users, often face-to-face. Your working teams are typically multi-departmental or multi-organisational, outcome-incentivised, and self-organising. Your developmen",6
379,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",64,"Your IT estate is jumble of legacy systems. Most processes sit across multiple un-connected systems. There is little ability to automatically share useful data.",1
380,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",64,"Your CIO may talk about the need for a coherent IT strategy but there is no obvious architecture of investment behind the idea. There are some 'sticking plasters' in place where legacy systems are patched together to support the most key processes. IT are very protective of the IT estate and there are serious concerns as to security risk.",2
381,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",64,"There is leadership recognition that digital capabilities should be a consideration of the business, not just IT. However, the business is generally caught up in the day job and, whilst passes lighly-specced requirements to IT, doesn't invest significant time in achieving the desired output. Some new platforms and APIs have been invested in, but they're not truly transformational.",3
382,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",64,"Some business unit leaders and the CIO recognise the benefits digital transformation can bring and secure a reasonable level of funding to this end. IT estate rationalisation and cost reduction is at the heart of this. New systems bring moderate benefits, typically increasing the quality of time of a transaction by a few %. Vendor selection takes significant time and 'safe' options usually selected",4
383,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",64,"Most business unit leaders and the CIO believe digital transformation to be critical to the future. Revenue growth, as well as cost transformation, is at the heart of the business case for change. Some new platforms bring exponential benefits. Some smaller technology providers are incorporated into the IT stack.",5
384,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",64,"All leadership are heavily focussed on digital transformation. Customer experience and revenue growth are at the heart of the business case for change. New platforms bring heavy exponential benefits. A substantial eco-system of potential new technology partners is constantly under review. A number of technology start-up investments/acquisitions has been made.",6
385,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",65,"Your company's data resides in disparate, un-connected tools. Most staff are not aware of what data is available. Staff undertake regular re-entry of data as systems are un-connected. There is significant frustration that available data can't be used to help decision-making in a timely manner. Workflows typically get stuck at the point of system hand-offs",1
386,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",65,"Your CIO has stated an intent to join-up key sources of disparate data and has put some basic 'vendor-recommend' APIs between in place. This integration is inflexible, however, and only members of the IT department are able to make changes. There is significant frustration as to the inability to get the right data at the right time. ",2
387,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",65,"There is high level recognition that data can provide value, but little attempt to quantify it. Your company has a lot of APIs but they are generally developed in an ad-hoc tactical manner with cost reduction in mind, and are predominantly the concern of IT. ",3
388,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",65,"Your company has a basic data strategy and data model with some quantification and a small team focussed on delivering it. Whilst some quick wins have been touted, data compliance/security/budget concerns are restricting progress. There are pockets of API-champions developing highly useful APIs that can bring benefit to the wider-business and partners. They are not well understood, however.",4
389,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",65,"Your company has a well-architected, quantified data strategy and model with requirements from the whole business taken into account. It's benefits are predominantly as a result of cost reduction. You are in the process of transforming your IT estate. Data compliance and security concerns have been allayed. Early wins are proving to be highly beneficial to the business. You have a structured approa",5
390,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",65,"Your company's strategy values data as a key source of differentiation. Benefits are expected from revenue enhancement and monetization of data, as well as cost reduction. You have a central data-lake consisting of both structured and un-structured data, and with significant AI capability. The concept of API-as--a-service is embedded in the culture. People across the business and  external partners",6
391,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",66,"Your company has no AI or machine learning (ML) supporting key processes. IT automation of tasks is minimal. Your operations are heavily reliant on the talent of your people.",1
392,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",66,"Your company has captured some basic linear workflows into systems which has resulted in moderate improvements in speed and consistency. You remain highly dependent on human operators for even the most basic of processes. Your company has no AI or ML capabilities.",2
393,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",66,"Your CIO is investigating how AI/ML/automation might be able to improve business operations and some quantification has been completed.  A little 'process simplification' work has been undertaken by the IT team. Minimal investment has been secured to drive this initiative forward and there has been little engagement with external vendors.",3
394,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",66,"Various departments, including IT, have an active interest in utilising AI/ML and automation technologies. A disparate set of improvement initiatives have been prepared and funded, with some early successes. Some vendors have been engaged.",4
395,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",66,"Your company has agreed an over-arching strategy and business case for AI/ML/automation. It is being executed through a well-structured plan, and a competent cross-business team. An array of vendors have been engaged. There is a plan for most displaced resources to engage in more value-adding tasks.",5
396,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",66,"Automation/AI/ML is at the heart of your company's operating model. 'Autonomous', 'robotic' and 'IOT' technologies are widely dispersed throughout operations. AI is providing insights beyond human-capability. Your ratio of profit to headcount is industry-leading.",6
397,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",67,"Your IT architecture supports little beyond the most basis transactional interactions. Mobile, social, locational, and real-time capabilities are almost non-existent.",1
398,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",67,"Your IT team is seeking to provide some quick-wins around social media, multi-channel customer engagement, and very basic asset tracking. You may have a very basic data model.",2
399,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",67,"Your leadership recognises that more granular visibility of operations and customer sentiment would be beneficial. Some 'pilot' work has been done on standardisation of data models and connectivity of devices, although there is little visualisation so the data remains abstract. Customer interaction and asset tracking is gradually becoming more sophisticated.",3
400,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",67,"Your IT department is trying to build a simple data model that tracks your core operational processes, and builds greater insight around customer sentiment. This includes some locational, real-time data as well as basic bots. It is not yet widely utilised across the organisation.",4
401,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",67,"Your leadership is invested in utilising a central data repository to improve customer service and operational efficiency. This repository contains granular, near-real-time data relating to physical and virtual assets, collected through a network of bots and  devices. Your improved understanding of customers has seen a rise in metrics. Analytics software provide input to some business decisions. Pr",5
402,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",67,"Your company has a holistic connectivity and device architecture in place with highly granular real-time data. You effectively have a virtual model of your business. Analytical and predictive software is processing many work-flows automatically and providing increased accuracy in terms of future predictions. New business models are in use, where costs are off-set by a guaranteed service. Physical a",6
403,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",68,"Your company has some disparate security controls in place around applications, data, and infrastructure. There is no clear security architecture and changes to the IT estate are resisted. ",1
404,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",68,"Your company has a basic high level security architecture but no risk-based model associated with it. There is some attempt to provide security holistically across applications, data, and infrastructure, and also maintain standards during patches and upgrades. The company is reactive to security compliance requirements. IT is pretty resistant to new technology.",2
405,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",68,"You have a full-time security team in place but they predominantly respond to incidents rather than strategically lower the cyber risk of the ICT estate. The team are nervous about engaging external experts or subjecting their estate to penetration testing. IT are generally resistant to new technology, although they are trying to balance that with a desire to push forward the digital intent.",3
406,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",68,"A number of key individuals in your company are seeking to measure and lower the security risk of your IT estate in a strategic manner. Security staff are solving route problems, rather than just responding to incidents. Impact/quantification of potential breaches is known at a high level. A number of market-leading vendors engaged.",4
407,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",68,"Your company has a structured approach to cyber risk quantification and management. Risk levels are discussed at board level. You have a full time CISO. Your cyber defences involve basic AI. You have a well-trained Security Operations Centre (SOCS) in place who are pre-emptive in assessing potential risks. You are continuously assessing vendors for improvements in technology. ",5
408,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",68,"Cyber risk is a major item at board level. You have an holistic cyber defence platform with capabilities from multiple vendors and significant AI processing of real-time data. You purchase data feeds from key providers to increase your insight. Your Security Operations Centre is focussed predominantly on pre-emptive problem solving. You are constantly in active conversation with the most innovative",6
409,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",69,"Your company's people are over-ridingly focused/incentivised on internal, short-term objectives. There is little encouragement to pull ideas from the market, take risks, solve causal problems, develop capability for the mid-term, or break down silos. The company has a hierarchical leadership style with little cascading of accountability and authority. Decision-making is slow and processes tend to b",1
410,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",69,"Some of your leaders recognise that wholesale culture change is required to be competitive, but little actual investment is made. Leaders are too caught up in fire-fighting to invest in the change required.",2
411,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",69,"Your company has a high level digital strategy and there is wide-spread recognition that significant culture change is required if it is to be a success. The desired change has been documented at a high level and some enthusiastic leaders are trying to drive a little change in their respective silos. Too many leaders are lacking a customer-centricity, innovation, and collaboration focus for the des",3
412,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",69,"Your company has developed a detailed plan for culture change and is investing in leadership training to kick-it off. A few ambassadors are seeding change: rewarding innovation and changing metrics to measure customer outcomes, collaboration, and digital successes. The vast majority of the organisation is still caught up in the 'usual way' of doing things, however.",4
413,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",69,"Your leaders are over-ridingly bought into the benefits of culture change. They are collectively building an outside-in, customer obsessed culture, with enterprise wide collaboration and a strong focus on durable innovation. Many interesting, talented, innovative individuals are keen to join the company.",5
414,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",69,"Customer-centricity, innovation, and collaboration are part of the DNA of your company. Individuals are incentivised on mid/long-term objectives as well as short. Experimentation and risk-taking is expected. Teams are fluid and flexible based on business requirements. You have platforms in place to flexibly track iterative work. You have a wide eco-system and regularly invest in start-ups or extern",6
415,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",70,"Your company has no over-arching capability and capacity plan. There is little understanding of future demand, nor any consideration as to how roles/tasks can be augmented technically or through external assistance. There is little understanding of market supply and constraints.",1
416,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",70,"Your company tracks some basic macro-indicators of capacity and undertakes a rough planning exercise on an annual or bi-annual basis.  The work is very spread-sheet heavy and typically based on historic rather than future data. Voluntary redundancies often lead to talent drain rather than the poorer performers moving on. ",2
417,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",70,"Your leadership are making key decisions based on people data. However. It is predominantly internally focussed, historical and capacity rather than capability centric. Spreadsheets are heavily used. The use of these analytics is presented with some hyperbole .",3
418,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",70,"Pockets of planning talent in your organisation are bringing greater sophistication to your work-force planning. e.g. people and business metrics are actively linked; there is some use of capability assessment frameworks; career progression (joiners, movers, departures) is actively managed. There is some investment in work-force planning tools.",4
419,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",70,"Your company's work-force planning is reliable and informs many key business decisions. It utilise sophisticated tools and incorporates analytics and scenario planning. Information is available in real-time/near-to-real-time. It combines people and business data and predicts supply: joiners, departures, movers etc. 'Hot-spots' are regularly identified.",5
420,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",70,"You company has a highly sophisticated work-force management approach and tools in place. It takes into account future anticipated demand, market supply, augmentation through technology and partners, and the building of capability through training and recruitment. Scenario-planning is at the heart of pre-emptive decision making.",6
421,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",71,"Your company develops skills in a reactive and ad-hoc manner. There is limited training budget. Recruitment is typically undertaken reactively to fill a deficit in capacity. Contractors are used in a non-consistent manner.  There are rigid career paths with little consideration of people potential or interest. There is little use of behavioural tests nor non-technical training e.g. coaching, team-b",1
422,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",71,"Your leadership claims it desires to increase the digital capability of the organisation, but serious investment is almost always cut when short-term financial targets are looking tight. Training is usually provided in a 'blanket' manner with little customisation/focus on individual needs/ambitions. Little capability development is provided beyond classroom and web-based training. Recruitment is ad",2
423,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",71,"Your leadership have some detail around the macro level of digital capability they are looking for and roughly how to get there. Translation of this intent into personalised action is hindered by insufficient investment, focus on the day-job, a lack of adequate tooling, or inexperience within the HR team.",3
424,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",71,"Your leadership and HR team have a reasonably well-structure development plan to get the organisation to the desired level of digital capability. They are starting to execute on pockets of substantive and lasting investment, both in terms or upskilling and recruitment. Capability frameworks, mentoring, and behavioural testing are starting to be used, but in their infancy.",4
425,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",71,"Your leadership have a clear digital capability development plan, underpinned by quantifiable assessments of as-is and to-be capability. Some basic consideration of aptitude is included. The company has a portfolio of training and coaching options with some freedom for the individual to select preferred paths.  'Early-adopters' to the new opportunities love the approach, but a quorate of the work-f",5
426,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",71,"Your company has a sophisticated capability development approach that works at both an individual and a macro level. You use market-leading tools that use behavioural science best practice. Future predictions of capability are based on aptitude and potential as well as current skills and experience. Personality tests, training customisation, and coaching/mentoring are used widely and effectively. ",6
427,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",72,"Your company operates in silos and puts informational walls up to partners. Cross-team  engagement is typically formal and information passed along linear processes. Email is used wherever possible, with limited real-time engagement. There are few knowledge repositories to maintain a common knowledge base.",1
428,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",72,"Your leadership indicate a desire to increase collaborative working and occasional establish their own cross-functional teams. There is little cross-functional teaming lower down the organisation, however. Channels for information sharing typically traditional in nature.",2
429,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",72,"The concept of cross-functional teaming is pretty common in your company, although performance management metrics are still mainly business unit aligned. Some collaboration with external parties is sought, but there is little openness of information. The company as looked at social/collaboration platforms and knowledge repositories, but they have not been adopted widely or consistently.",3
430,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",72,"A number of cross-functional teams have been in place for a period of time at your company, with reasonable success.  Occasionally these teams contain external partners, although information sharing with remains somewhat limited. There has been investment in social/collaboration platforms and knowledge repositories, and a growing proportion of staff members are using them.",4
431,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",72,"Cross-functional teams contain external parties and are generally self-organising and agile in their approach to meeting outcomes. joining these teams. Team-member's performance metrics are predominantly a function of the team's success. A social/collaboration platform  and knowledge repository is commonly used across the organisation, allowing teams to work together on common deliverables in real-",5
432,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",72,"Internal and external teams all work together in a fluid manner. There is little restriction to information sharing between business units/companies.  Collaboration/social platforms are used extensively to enable real-time/multi-party work. New innovations are regularly informed by partners and customers. Your company has a strong knowledge management system that is perceived to be a differentiator",6
433,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",73,"Individuals in your company sit in formal roles with little flexibility in what they do. The company has  poorly defined career paths with little consideration of potential/personal interest. There is little ambition for fixing low value/frustrating parts of jobs.",1
434,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",73,"Individual's roles are predominantly rigid within your company although there is some flexibility in approach if outputs are met. There is some clarity around career paths although little sense of meritocracy in terms of promotions. Talented individuals usually suffering task overload with weaker individuals being 'carried'. There is little consideration as to how roles will change in the future.",2
435,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",73,"Your leadership have stated an intent to bring greater 'fluidity' to the working practices. They have established staff feedback mechanism to generate ideas, although little change has come from it. Career progression is ad-hoc and there is little work load balancing around work apportionment with talent over-loaded.",3
436,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",73,"A number of your leaders are driving a sustained focus on automation and continuous improvement, with moderate but growing success. There is wide-spread concern as to technology taking people's jobs. Career progression is structured for talent but ad-hoc for the rest of the organisation. There is some work load balancing around work apportionment but its application is dependent on the quality of t",4
437,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",73,"Structured activity analysis is undertaken and drives continuous improvement, with a reasonable budget for automation. There is flexibility in work-location, albeit a strong focus on building collaborative teams. Individuals are measured more on achieving outcomes, rather than how they achieve them. There is a little flexibility for individuals to pursue 'personal interest' work.",5
438,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",73,"Your company puts significant emphasis on the use of cross-functional teams with clear delegated accountabilities and authority. They are measured almost exclusively on their ability to achieve customer-centric outcomes or reduce risk. You have a flat work structure and employees are encouraged to spend a portion of their time on innovative or continuous improvement projects. There is significant i",6
439,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",74,"Your company has nothing but the most rudimentary tools for capturing and utilising customer insight and feedback",1
440,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",74,"Your company has a basic customer feedback mechanism in place e.g. NPS, but little is done with the feedback.",2
441,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",74,"Your company captures, processes, and understands basic customer feedback company-wide. Some action taken on easy service fixes, but there is little activity in terms of root problem fixes or improving new product launches/upgrades.",3
442,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",74,"Your company consistently captures reasonably granular customer feedback on products and services but some preferential filtering is undertaken to give subjective results. Some action is taken in response to incidents but significant root problems are yet to be addressed. New products are tested with customers, but in a qualitative manner rather than through comprehensive or parallel testing.",4
443,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",74,"Customer insight and testing is common company-wide. Reasonably sophisticated tools are used to support the activity and feedback into product design, marketing campaign and service improvement. Service improvement ideas are dealt with via structured programmes and feedback is responded to in a professional and timely manner. Detailed customer insight is sought when designing new products and servi",5
444,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",74,"Gathering and responding to customer insight and testing is recognised as one of the most critical activities of your company. Sophisticated tools are in place to help measure representative customer samples. Parallel testing is used extensively. Your company may have a Chief Customer Officer and a customer advisory board may well be in place. Response to customer insight on both in-life and new pr",6
445,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",75,"Your company treats customers homogenously. There is little variance in product, service, or marketing message.",1
446,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",75,"Your company makes some efforts to divide customers into broad segments, as well as a superficial attempt to adjust marketing messages accordingly. There is no underlying difference in product or service.",2
447,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",75,"Your company utilises a logical approach to segmentation, with sentiment/buying habits differentiated. Some reasonably sophisticated attempts are made to adjust marketing messages and even pricing in line with this differentiation. There is little underlying difference in your products or service wraps.",3
448,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",75,"Your company utilises a sophisticated approach to customer segmentation. Sales, marketing messages, service wraps, and pricing are varied to meeting the differing needs of these segments. There is little underlying difference in the core product.",4
449,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",75,"Your company is organised to service specific customer segments in a customer-centric manner. Sales and marketing teams collaborated closely with product and service to enable significant differences in go-to-market messaging, service wraps, pricing, and product 'shells'.",5
450,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",75,"Your company prides itself in providing a customised service to a granular set of market segments (taking into account both demographics and psychographics). Sales, marketing, product, and service individuals work together in collaborative teams to design and test new products against customer needs. Customer-centricity typically trumps product standardisation.",6
451,"2024-05-09T05:48:31.000Z",3821,"2024-05-09T05:48:31.000Z",3821,-1,89,"addon","exim","importData","{}",76,"Few individuals outside of your service teams are truly incentivised on customer metrics. Customer metrics have no granularity and are not captured/measured in a scientific or consistent manner. Customer service always plays second fiddle to profit. Your company is considered to provide questionable service and you have a high turn-over of staff working on the 'front-line' with customers.",1
